"Full/Inc","FileName","CreationTime","Job Name","Hostname","BackupSize(GB)","FilePath","Job Type","IsAvailable","Status","DataSize(GB)"
"Increment","ausdev01.vm-449D2020-06-02T080531_2966.vib","6/2/2020 08:06:34","AUSVCENTER-NoTag","ausdev01","0.4063","D:\Backups\AUSVCENTER-NoTag\ausdev01.vm-449D2020-06-02T080531_2966.vib","VMware Backup","True","Successful","0.9813"
"Increment","ausveeamone.vm-452D2020-06-02T080531_0ED8.vib","6/2/2020 08:05:46","AUSVCENTER-NoTag","ausveeamone","0.0172","D:\Backups\AUSVCENTER-NoTag\ausveeamone.vm-452D2020-06-02T080531_0ED8.vib","VMware Backup","True","Successful","0.0001"
"Increment","ausveeambem.vm-467D2020-06-02T080531_8986.vib","6/2/2020 08:06:38","AUSVCENTER-NoTag","ausveeambem","0.2937","D:\Backups\AUSVCENTER-NoTag\ausveeambem.vm-467D2020-06-02T080531_8986.vib","VMware Backup","True","Successful","0.8952"
"Increment","ausveeambr.vm-476D2020-06-02T080531_E876.vib","6/2/2020 08:14:11","AUSVCENTER-NoTag","ausveeambr","1.0332","D:\Backups\AUSVCENTER-NoTag\ausveeambr.vm-476D2020-06-02T080531_E876.vib","VMware Backup","True","Successful","2.742"
"Increment","ausjump01.vm-451D2020-06-02T080531_D22D.vib","6/2/2020 08:07:00","AUSVCENTER-NoTag","ausjump01","0.2157","D:\Backups\AUSVCENTER-NoTag\ausjump01.vm-451D2020-06-02T080531_D22D.vib","VMware Backup","True","Successful","0.4522"
"Increment","ausveeambem.vm-467D2020-06-02T120513_6C8B.vib","6/2/2020 12:05:59","AUSVCENTER-NoTag","ausveeambem","0.4543","D:\Backups\AUSVCENTER-NoTag\ausveeambem.vm-467D2020-06-02T120513_6C8B.vib","VMware Backup","True","Successful","1.1862"
"Increment","ausveeamone.vm-452D2020-06-02T120513_4562.vib","6/2/2020 12:05:28","AUSVCENTER-NoTag","ausveeamone","0.0172","D:\Backups\AUSVCENTER-NoTag\ausveeamone.vm-452D2020-06-02T120513_4562.vib","VMware Backup","True","Successful","0.0001"
"Increment","ausjump01.vm-451D2020-06-02T120513_AC2E.vib","6/2/2020 12:07:02","AUSVCENTER-NoTag","ausjump01","0.2402","D:\Backups\AUSVCENTER-NoTag\ausjump01.vm-451D2020-06-02T120513_AC2E.vib","VMware Backup","True","Successful","0.5215"
"Increment","ausveeambr.vm-476D2020-06-02T120513_FA0F.vib","6/2/2020 12:13:44","AUSVCENTER-NoTag","ausveeambr","11.9261","D:\Backups\AUSVCENTER-NoTag\ausveeambr.vm-476D2020-06-02T120513_FA0F.vib","VMware Backup","True","Successful","55.1209"
"Increment","ausdev01.vm-449D2020-06-02T120513_0A1C.vib","6/2/2020 12:05:58","AUSVCENTER-NoTag","ausdev01","2.0056","D:\Backups\AUSVCENTER-NoTag\ausdev01.vm-449D2020-06-02T120513_0A1C.vib","VMware Backup","True","Successful","4.535"
